RouteID,EvacPoint,Shelter,Distance_km,Time_min
R13565,Desa Serang,Balai Desa Karangmangu,72.246,120.4
R13566,Desa Serang,Balai Desa Pucung Kidul,73.937,121.5
R13567,Desa Serang,Balai Desa Mergawati,76.344,126.1
R13568,Desa Serang,Balai Desa Pucung Lor,57.41,95.2
R13569,Desa Serang,Balai Desa Bajing,71.854,118.5
R13570,Desa Serang,Balai Desa Kroya,70.972,116.6
R13571,Desa Serang,Balai Desa Pekuncen,67.945,111.8
R13572,Desa Serang,Balai Desa Bajing Kulon,70.8,117.6
R13573,Desa Serang,Balai Desa Mujur,69.829,114.0
R13574,Desa Serang,Balai Desa Gentasari,67.315,110.6
R13575,Desa Serang,Balai Desa Mujur Lor,68.535,112.4
R13576,Desa Serang,Balai Desa Widarapayung Kulon,74.039,116.3
R13577,Desa Serang,Balai Desa Sidayu,74.596,117.5
R13578,Desa Serang,Balai Desa Widarapayung Wetan,75.865,119.0
R13579,Desa Serang,Balai Desa Sidaurip,19.252,43.6
R13580,Desa Serang,Balai Desa Pagubugan Kulon,80.136,123.7
R13581,Desa Serang,Balai Desa Pagubugan,81.662,126.6
R13582,Desa Serang,Balai Desa Karangnangka,84.833,134.0
R13583,Desa Serang,Balai Desa Kemojing,83.028,128.7
R13584,Desa Serang,Balai Desa Pesawahan,81.488,126.1
R13585,Desa Serang,Balai Desa Pasuruhan,80.738,129.0
R13586,Desa Serang,Balai Desa Alangamba,78.901,124.4
R13587,Desa Serang,Balai Desa Binangun,24.965,61.5
R13588,Desa Serang,Balai Desa Bangkal,74.376,125.0
R13589,Desa Serang,Balai Desa Jepara Wetan,75.892,125.2
R13590,Desa Serang,Balai Desa Jepara Kulon,74.432,121.6
R13591,Desa Serang,Balai Desa Kepudang,72.083,117.9
R13592,Desa Serang,Balai Desa Jati,72.994,121.3
R13593,Desa Serang,Balai Desa Karangtawang,82.965,128.6
R13594,Desa Serang,Balai Desa Karangpakis,84.474,128.9
R13595,Desa Serang,Balai Desa Banjarsari,86.398,131.0
R13596,Desa Serang,Balai Desa Jetis,88.83,133.9
R13597,Desa Serang,Balai Desa Banjareja,90.558,137.1
R13598,Desa Serang,Balai Desa Kedungbenda,86.259,137.1
R13599,Desa Serang,Balai Desa Klumprit,84.345,134.1
R13600,Desa Serang,Balai Desa Karangsembung,88.366,139.0
R13601,Desa Serang,Balai Desa Purwadadi,86.635,133.1
R13602,Desa Serang,Balai Desa Nusawangkal,87.373,134.1
R13603,Desa Serang,Balai Desa Karangputat,79.755,129.6
R13604,Desa Serang,Balai Desa Banjarwaru,75.781,123.7
R13605,Desa Serang,Balai Desa Danasri,78.52,127.6
R13606,Desa Serang,Balai Desa Danasri Kidul,79.844,129.6
R13607,Desa Serang,Balai Desa Nusawungu,82.119,130.8
R13608,Desa Serang,Balai Desa Danasri Lor,78.053,126.7
R13609,Desa Serang,Balai Desa Sikanco,77.036,125.1
R13610,Desa Serang,Balai Desa Tambakreja,11.856,27.0
R13611,Desa Serang,Kelurahan Tegalreja,56.688,98.5
R13612,Desa Serang,Kelurahan Sidakaya,57.408,99.2
R13613,Desa Serang,Kelurahan Cilacap,59.458,102.3
R13614,Desa Serang,Kelurahan Tegalkamulyan,57.936,97.8
R13615,Desa Serang,Kelurahan Kutawaru,43.626,91.7
R13616,Desa Serang,Kelurahan Lomanis,55.442,92.9
R13617,Desa Serang,Kelurahan Donan,57.388,96.5
R13618,Desa Serang,Kelurahan Sidanegara,56.177,95.6
R13619,Desa Serang,Kelurahan Gunungsimping,55.37,95.0
R13620,Desa Serang,Kelurahan Kebonmanis,53.994,92.0
R13621,Desa Serang,Kelurahan Gumilir,52.055,88.4
R13622,Desa Serang,Kelurahan Mertasinga,50.842,88.6
R13623,Desa Serang,Kelurahan Tritih Kulon,50.238,85.3
R13624,Desa Serang,Kelurahan Karangtalun,52.244,88.0
R13625,Desa Serang,Balai Desa Kawunganten,26.206,47.5
R13626,Desa Serang,Balai Desa Kawunganten Lor,26.387,50.8
R13627,Desa Serang,Balai Desa Sarwadadi,29.397,57.8
R13628,Desa Serang,Balai Desa Kalijeruk,29.033,54.7
R13629,Desa Serang,Balai Desa Mentasan,31.624,59.8
R13630,Desa Serang,Balai Desa Sidaurip,37.512,72.0
R13631,Desa Serang,Balai Desa Babakan,37.58,75.0
R13632,Desa Serang,Balai Desa Ujunggagak,33.982,60.4
R13633,Desa Serang,Balai Desa Klaces,33.982,60.4
R13634,Desa Serang,Balai Desa Panikel,31.457,79.0
R13635,Desa Serang,Balai Desa Tritih Wetan,48.783,84.2
R13636,Desa Serang,Balai Desa Sumingkir,47.693,82.5
R13637,Desa Serang,Balai Desa Jeruklegi Wetan,42.366,73.3
R13638,Desa Serang,Balai Desa Jeruklegi Kulon,40.353,69.0
R13639,Desa Serang,Balai Desa Sawangan,40.718,71.5
R13640,Desa Serang,Balai Desa Cilibang,46.472,77.9
R13641,Desa Serang,Balai Desa Mandala,50.732,90.4
R13642,Desa Serang,Balai Desa Karangkemiri,59.254,101.3
R13643,Desa Serang,Balai Desa Jambusari,48.118,79.7
R13644,Desa Serang,Balai Desa Prapagan,38.284,82.8
R13645,Desa Serang,Balai Desa Citepus,39.942,89.7
R13646,Desa Serang,Balai Desa Menganti,53.089,91.5
R13647,Desa Serang,Balai Desa Karangkandri,54.689,93.4
R13648,Desa Serang,Balai Desa Slarang,57.585,97.8
R13649,Desa Serang,Balai Desa Kesugihan Kidul,55.513,95.0
R13650,Desa Serang,Balai Desa Kesugihan,56.212,94.0
R13651,Desa Serang,Balai Desa Kalisabuk,55.346,94.2
R13652,Desa Serang,Balai Desa Kuripan Kidul,53.184,90.3
R13653,Desa Serang,Balai Desa Kuripan,52.794,89.3
R13654,Desa Serang,Balai Desa Jangrana,53.778,93.5
R13655,Desa Serang,Balai Desa Planjan,50.738,85.7
R13656,Desa Serang,Balai Desa Dondong,50.657,86.5
R13657,Desa Serang,Balai Desa Ciwuni,52.757,89.6
R13658,Desa Serang,Balai Desa Karangjengkol,53.918,92.3
R13659,Desa Serang,Balai Desa Keleng,56.315,96.2
R13660,Desa Serang,Balai Desa Pesanggrahan,57.636,95.6
R13661,Desa Serang,Balai Desa Bulupayung,61.928,101.4
R13662,Desa Serang,Balai Desa Gombolharjo,57.992,99.4
R13663,Desa Serang,Balai Desa Wlahar,62.643,105.9
R13664,Desa Serang,Balai Desa Karanganyar,64.055,107.7
R13665,Desa Serang,Balai Desa Pedasong,69.148,113.1
R13666,Desa Serang,Balai Desa Glempangpasir,67.68,110.4
R13667,Desa Serang,Balai Desa Welahan Wetan,72.036,114.5
R13668,Desa Serang,Balai Desa Adireja Wetan,63.884,105.5
R13669,Desa Serang,Balai Desa Adireja Kulon,62.954,104.3
R13670,Desa Serang,Balai Desa Adipala,62.532,103.8
R13671,Desa Serang,Balai Desa Penggalang,60.958,102.0
R13672,Desa Serang,Balai Desa Karangsari,60.925,108.3
R13673,Desa Serang,Balai Desa Kalikudi,60.548,101.0
R13674,Desa Serang,Balai Desa Doplang,63.436,105.1
R13675,Desa Serang,Balai Desa Karangreja,59.167,99.4
R13676,Desa Serang,Balai Desa Klapagada,59.022,99.8
R13677,Desa Serang,Balai Desa Pengawaren,28.538,50.8
R13678,Desa Serang,Balai Desa Gunungtelu,22.844,44.4
R13679,Desa Serang,Balai Desa Sindangbarang,20.055,37.5
R13680,Desa Serang,Balai Desa Karangpucung,23.477,43.9
R13681,Desa Serang,Balai Desa Tayemtimur,25.036,46.9
R13682,Desa Serang,Balai Desa Tayem,25.025,45.6
R13683,Desa Serang,Balai Desa Ciporos,28.003,47.9
R13684,Desa Serang,Balai Desa Surusunda,28.942,59.4
R13685,Desa Serang,Balai Desa Bengbulang,28.195,55.3
R13686,Desa Serang,Balai Desa Sidamulya,44.672,114.5
R13687,Desa Serang,Balai Desa Ciruyung,33.162,70.2
R13688,Desa Serang,Balai Desa Pamulihan,40.041,84.0
R13689,Desa Serang,Balai Desa Babakan,34.243,66.6
R13690,Desa Serang,Balai Desa Serang,5.284,13.7
R13691,Desa Serang,Balai Desa Mulyadadi,5.089,13.1
R13692,Desa Serang,Balai Desa Cipari,4.128,12.2
R13693,Desa Serang,Balai Desa Segaralangu,5.262,17.9
R13694,Desa Serang,Balai Desa Karangreja,14.966,41.4
R13695,Desa Serang,Balai Desa Kutasari,16.489,46.0
R13696,Desa Serang,Balai Desa Pegadingan,9.617,25.4
R13697,Desa Serang,Balai Desa Cisuru,10.105,21.2
R13698,Desa Serang,Balai Desa Mekarsari,11.106,24.2
R13699,Desa Serang,Balai Desa Sidasari,15.437,42.9
R13700,Desa Serang,Balai Desa Caruy,17.735,49.9
R13701,Desa Serang,Balai Desa Tegalsari,7.84,16.2
R13702,Desa Serang,Balai Desa Margasari,7.518,19.6
R13703,Desa Serang,Balai Desa Tinggarjaya,6.693,14.1
R13704,Desa Serang,Balai Desa Gunungreja,5.384,16.1
R13705,Desa Serang,Balai Desa Sidareja,5.172,15.4
R13706,Desa Serang,Balai Desa Sidamulya,25.178,45.1
R13707,Desa Serang,Balai Desa Sudagaran,7.557,21.4
R13708,Desa Serang,Balai Desa Kunci,5.825,18.1
R13709,Desa Serang,Balai Desa Karanggedang,10.246,30.0
R13710,Desa Serang,Balai Desa Penyarang,9.95,28.1
R13711,Desa Serang,Balai Desa Sidanegara,16.725,54.2
R13712,Desa Serang,kelurahan Tambakreja,11.847,27.0
R13713,Desa Serang,Balai Desa Kaliwungu,59.977,102.6
R13714,Desa Serang,Balai Desa Bumireja,13.644,32.1
R13715,Desa Serang,Balai Desa Jatisari,10.05,31.4
R13716,Desa Serang,Balai Desa Ciklapa,9.732,32.7
R13717,Desa Serang,Balai Desa Bangunreja,8.817,26.3
R13718,Desa Serang,Balai Desa Kedungreja,8.686,24.4
R13719,Desa Serang,Balai Desa Tambaksari,35.038,76.4
R13720,Desa Serang,Balai Desa Rejamulya,10.309,22.0
R13721,Desa Serang,Balai Desa Bojongsari,9.609,26.0
R13722,Desa Serang,Balai Desa Rawaapu,26.124,43.8
R13723,Desa Serang,Balai Desa Sidamukti,21.841,39.2
R13724,Desa Serang,Balai Desa Purwodadi,21.184,39.1
R13725,Desa Serang,Balai Desa Cimrutu,27.231,56.4
R13726,Desa Serang,Balai Desa Patimuan,18.269,35.8
R13727,Desa Serang,Balai Desa Cinyawang,16.092,31.9
R13728,Desa Serang,Balai Desa Bulupayung,61.747,100.7
R13729,Desa Serang,Balai Desa Cisumur,16.496,38.4
R13730,Desa Serang,Balai Desa Sidaurip,19.348,44.0
R13731,Desa Serang,Balai Desa Gintungreja,21.337,50.6
R13732,Desa Serang,Balai Desa Layansari,17.251,41.0
R13733,Desa Serang,Balai Desa Gandrungmanis,14.475,31.1
R13734,Desa Serang,Balai Desa Bulusari,12.594,28.3
R13735,Desa Serang,Balai Desa Gandrungmangu,12.443,29.1
R13736,Desa Serang,Balai Desa Wringinharjo,8.883,22.9
R13737,Desa Serang,Balai Desa Karanganyar,12.381,27.2
R13738,Desa Serang,Balai Desa Muktisari,15.032,34.9
R13739,Desa Serang,Balai Desa Kertajaya,22.847,57.1
R13740,Desa Serang,Balai Desa Cinangsi,16.307,32.6
R13741,Desa Serang,Balai Desa Karanggintung,14.946,34.0
R13742,Desa Serang,Balai Desa Rungkang,13.546,38.6
R13743,Desa Serang,Balai Desa Bantarsari,16.826,35.6
R13744,Desa Serang,Balai Desa Rawajaya,19.888,42.3
R13745,Desa Serang,Balai Desa Binangun,78.162,122.9
R13746,Desa Serang,Balai Desa Bulaksari,18.986,42.7
R13747,Desa Serang,Balai Desa Kamulyan,15.575,36.3
R13748,Desa Serang,Balai Desa Cikedondong,21.671,53.7
R13749,Desa Serang,Balai Desa Kedungwadas,25.236,55.4
R13750,Desa Serang,Balai Desa Grugu,33.37,61.8
R13751,Desa Serang,Balai Desa Ujungmanik,33.97,62.4
R13752,Desa Serang,Balai Desa Kubangkangkung,30.599,53.5
R13753,Desa Serang,Balai Desa Bojong,28.267,50.8
R13754,Desa Serang,Balai Desa Cidadap,33.391,58.6
R13755,Desa Serang,Balai Desa Matenggeng,40.31,63.8
R13756,Desa Serang,Balai Desa Ciwalen,39.259,65.3
R13757,Desa Serang,Balai Desa Dayeuhluhur,43.602,70.3
R13758,Desa Serang,Balai Desa Hanum,47.854,82.2
R13759,Desa Serang,Balai Desa Datar,52.272,94.7
R13760,Desa Serang,Balai Desa Bingkeng,46.61,75.8
R13761,Desa Serang,Balai Desa Bolang,53.435,91.1
R13762,Desa Serang,Balai Desa Kutaagung,56.258,99.9
R13763,Desa Serang,Balai Desa Cijeruk,53.651,92.7
R13764,Desa Serang,Balai Desa Cilumping,57.11,103.1
R13765,Desa Serang,Balai Desa Sumpinghayu,55.835,101.1
R13766,Desa Serang,Balai Desa Purwasari,8.187,24.3
R13767,Desa Serang,Balai Desa Cilongkrang,11.177,21.3
R13768,Desa Serang,Balai Desa Tarisi,13.465,24.5
R13769,Desa Serang,Balai Desa Bantar,19.137,33.8
R13770,Desa Serang,Balai Desa Adimulya,22.864,38.7
R13771,Desa Serang,Balai Desa Wanareja,23.806,41.6
R13772,Desa Serang,Balai Desa Madura,27.762,44.0
R13773,Desa Serang,Balai Desa Madusari,30.222,57.1
R13774,Desa Serang,Balai Desa Majingklak,28.122,54.7
R13775,Desa Serang,Balai Desa Malabar,28.932,55.8
R13776,Desa Serang,Balai Desa Limbangan,28.797,52.0
R13777,Desa Serang,Balai Desa Cigantung,45.061,92.0
R13778,Desa Serang,Balai Desa Palugon,36.846,83.6
R13779,Desa Serang,Balai Desa Pahonjean,25.296,41.4
R13780,Desa Serang,Balai Desa Mulyadadi,31.403,53.7
R13781,Desa Serang,Balai Desa Mulyasari,33.56,60.7
R13782,Desa Serang,Balai Desa Padangsari,36.294,65.8
R13783,Desa Serang,Balai Desa Cilopadang,33.444,53.5
R13784,Desa Serang,Balai Desa Padangjaya,34.358,57.3
R13785,Desa Serang,Balai Desa Sindangsari,30.95,50.1
R13786,Desa Serang,Balai Desa Jenang,29.667,46.9
R13787,Desa Serang,Balai Desa Salebu,28.488,48.2
R13788,Desa Serang,Balai Desa Cibeunying,29.492,47.0
R13789,Desa Serang,Balai Desa Sepatnunggal,38.211,71.4
R13790,Desa Serang,Balai Desa Bener,35.743,64.1
R13791,Desa Serang,Balai Desa Boja,38.625,63.9
R13792,Desa Serang,Balai Desa Ujungbarang,42.531,72.6
R13793,Desa Serang,Balai Desa Pengadegan,44.477,81.4
R13794,Desa Serang,Balai Desa Sadabumi,42.582,84.5
R13795,Desa Serang,Balai Desa Sadahayu,43.231,86.5
R13796,Desa Serang,Balai Desa Karangreja,20.156,57.0
R13797,Desa Serang,Balai Desa Cimanggu,34.112,55.1
R13798,Desa Serang,Balai Desa Bantarpanjang,31.138,51.1
R13799,Desa Serang,Balai Desa Panimbang,29.772,49.5
R13800,Desa Serang,Balai Desa Mandala,32.377,61.0
R13801,Desa Serang,Balai Desa Bantarmangu,34.021,61.2
R13802,Desa Serang,Balai Desa Cilempuyang,34.696,55.0
R13803,Desa Serang,Balai Desa Rejodadi,36.37,60.8
R13804,Desa Serang,Balai Desa Negarajati,40.864,72.7
R13805,Desa Serang,Balai Desa Cisalak,39.46,77.2
R13806,Desa Serang,Balai Desa Cibalung,37.008,70.1
R13807,Desa Serang,Balai Desa Kutabima,46.142,97.1
R13808,Desa Serang,Balai Desa Pesahangan,40.989,74.1
R13809,Desa Serang,Balai Desa Cijati,38.943,68.3
R13810,Desa Serang,Balai Desa Tambaksari,35.065,76.5
R13811,Desa Serang,Balai Desa Bulupayung,17.426,38.3
R13812,Desa Serang,Balai Desa Bunton,63.7,108.0
R13813,Desa Serang,Balai Desa Karangbenda,65.674,108.3
R13814,Desa Serang,Balai Desa Adiraja,64.216,105.8
R13815,Desa Serang,Balai Desa Tritih Lor,44.626,77.0
R13816,Desa Serang,Balai Desa Brebeg,40.787,73.8
R13817,Desa Mulyadadi,BPBD Kabupaten Cilacap,65.605,111.9
R13818,Desa Mulyadadi,SMP N 1 Cilacap,67.07,114.9
R13819,Desa Mulyadadi,Politeknik Negeri Cilacap,62.672,109.3
R13820,Desa Mulyadadi,RSUD Cilacap,62.753,107.5
R13821,Desa Mulyadadi,Akbid Graha Mandiri,63.812,110.9
R13822,Desa Mulyadadi,Asrama Putri Stikes Al-Irsyad,62.128,107.8
R13823,Desa Mulyadadi,SD Al-Irsyad 01,64.594,109.0
R13824,Desa Mulyadadi,Rusunawa,64.671,110.5
R13825,Desa Mulyadadi,AMN Cilacap,61.288,107.0
R13826,Desa Mulyadadi,RSI Fatimah,59.94,105.2
R13827,Desa Mulyadadi,Badan Diklat Arsip dan Perpusd,64.119,110.5
R13828,Desa Mulyadadi,DPRD Kabupaten Cilacap,64.637,109.1
R13829,Desa Mulyadadi,SMP Pius Cilacap,65.321,113.9
R13830,Desa Mulyadadi,SMP Negeri 3 Cilacap,65.013,109.8
R13831,Desa Mulyadadi,SMP Purnama 1 Cilacap,63.428,110.2
R13832,Desa Mulyadadi,SMP Negeri 2 Cilacap,64.084,108.0
R13833,Desa Mulyadadi,Masjid Al-Jihad,58.966,101.3
R13834,Desa Mulyadadi,SMA Negeri 1 Cilacap,63.025,106.5
R13835,Desa Mulyadadi,RSU Santa Maria Cilacap,65.332,113.9
R13836,Desa Mulyadadi,Kantor Kelurahan Mertasinga,57.744,101.9
R13837,Desa Mulyadadi,Gedung Golkar,63.809,110.5
R13838,Desa Mulyadadi,SMA Sri Mukti Cilacap,62.106,108.0
R13839,Desa Mulyadadi,SMP Muhammadiyah 1,63.896,107.9
R13840,Desa Mulyadadi,SMP Muhammadiyah 2,57.518,98.9
R13841,Desa Mulyadadi,SMP PGRI 1 Cilacap,59.079,102.6
R13842,Desa Mulyadadi,SMP Purnama 2 Cilacap,64.121,108.0
R13843,Desa Mulyadadi,SMP Negeri 8 Cilacap,64.314,111.2
R13844,Desa Mulyadadi,SMK YPE Cilacap,63.791,110.9
R13845,Desa Mulyadadi,SMP Negeri 4 Cilacap,62.196,107.6
R13846,Desa Mulyadadi,SMP Negeri 6 Cilacap,61.926,107.1
R13847,Desa Mulyadadi,SD Negeri Tegalreja 01,63.122,106.3
R13848,Desa Mulyadadi,SMA Al-Irsyad Cilacap,64.675,109.2
R13849,Desa Mulyadadi,SD Negeri Tegalreja 02,62.008,105.9
R13850,Desa Mulyadadi,Masjid Agung Darussalam,64.883,109.8
R13851,Desa Mulyadadi,Hotel 3 Intan,65.84,111.9
R13852,Desa Mulyadadi,Hotel Mutiara,61.739,106.1
R13853,Desa Mulyadadi,PMI Cilacap,59.292,101.7
R13854,Desa Mulyadadi,SMA Yos Sudarso,65.065,113.4
R13855,Desa Mulyadadi,Rumah Sakit Aprilia,62.609,108.0
R13856,Desa Mulyadadi,Balai Desa Panulisan Barat,37.958,67.5
R13857,Desa Mulyadadi,Balai Desa Panulisan,36.748,63.9
R13858,Desa Mulyadadi,Balai Desa Panulisan Timur,36.115,61.0
R13859,Desa Mulyadadi,Balai Desa Karangrena,66.113,116.9
R13860,Desa Mulyadadi,Balai Desa Maos Kidul,66.08,112.8
R13861,Desa Mulyadadi,Balai Desa Maos Lor,67.641,115.0
R13862,Desa Mulyadadi,Balai Desa Kalijaran,68.922,118.8
R13863,Desa Mulyadadi,Balai Desa Mernek,69.979,121.0
R13864,Desa Mulyadadi,Balai Desa Penisihan,71.028,116.0
R13865,Desa Mulyadadi,Balai Desa Glempang,69.691,114.3
R13866,Desa Mulyadadi,Balai Desa Paketingan,69.409,117.2
R13867,Desa Mulyadadi,Balai Desa Ketanggung,71.44,117.9
R13868,Desa Mulyadadi,Balai Desa Nusajati,70.857,117.0
R13869,Desa Mulyadadi,Balai Desa Paberasan,72.164,121.3
R13870,Desa Mulyadadi,Balai Desa Karangjati,70.952,119.0
R13871,Desa Mulyadadi,Balai Desa Sidasari,68.599,114.2
R13872,Desa Mulyadadi,Balai Desa Karangasem,68.602,115.2
R13873,Desa Mulyadadi,Balai Desa Sampang,67.392,112.0
R13874,Desa Mulyadadi,Balai Desa Karangtengah,67.213,112.0
R13875,Desa Mulyadadi,Balai Desa Brani,65.6,109.8
R13876,Desa Mulyadadi,Balai Desa Sikampuh,72.541,122.2
R13877,Desa Mulyadadi,Balai Desa Karangturi,76.562,131.9
R13878,Desa Mulyadadi,Balai Desa Ayamalas,78.892,131.9
R13879,Desa Mulyadadi,Balai Desa Karangmangu,78.318,132.3
R13880,Desa Mulyadadi,Balai Desa Pucung Kidul,80.009,133.4
R13881,Desa Mulyadadi,Balai Desa Mergawati,82.415,138.1
R13882,Desa Mulyadadi,Balai Desa Pucung Lor,63.482,107.0
R13883,Desa Mulyadadi,Balai Desa Bajing,77.926,130.4
R13884,Desa Mulyadadi,Balai Desa Kroya,77.044,128.5
R13885,Desa Mulyadadi,Balai Desa Pekuncen,74.017,123.8
R13886,Desa Mulyadadi,Balai Desa Bajing Kulon,76.872,129.5
R13887,Desa Mulyadadi,Balai Desa Mujur,75.901,125.9
R13888,Desa Mulyadadi,Balai Desa Gentasari,73.387,122.5
R13889,Desa Mulyadadi,Balai Desa Mujur Lor,74.607,124.3
R13890,Desa Mulyadadi,Balai Desa Widarapayung Kulon,80.111,128.2
R13891,Desa Mulyadadi,Balai Desa Sidayu,80.667,129.3
R13892,Desa Mulyadadi,Balai Desa Widarapayung Wetan,81.937,130.9
R13893,Desa Mulyadadi,Balai Desa Sidaurip,25.118,54.8
R13894,Desa Mulyadadi,Balai Desa Pagubugan Kulon,86.207,135.6
R13895,Desa Mulyadadi,Balai Desa Pagubugan,87.734,138.5
R13896,Desa Mulyadadi,Balai Desa Karangnangka,90.904,145.9
R13897,Desa Mulyadadi,Balai Desa Kemojing,89.099,140.6
R13898,Desa Mulyadadi,Balai Desa Pesawahan,87.56,138.1
R13899,Desa Mulyadadi,Balai Desa Pasuruhan,86.81,140.9
R13900,Desa Mulyadadi,Balai Desa Alangamba,84.972,136.3
R13901,Desa Mulyadadi,Balai Desa Binangun,31.037,73.3
R13902,Desa Mulyadadi,Balai Desa Bangkal,80.448,137.0
R13903,Desa Mulyadadi,Balai Desa Jepara Wetan,81.964,137.1
R13904,Desa Mulyadadi,Balai Desa Jepara Kulon,80.504,133.5
R13905,Desa Mulyadadi,Balai Desa Kepudang,78.155,129.7
R13906,Desa Mulyadadi,Balai Desa Jati,79.066,133.2
R13907,Desa Mulyadadi,Balai Desa Karangtawang,89.037,140.5
R13908,Desa Mulyadadi,Balai Desa Karangpakis,90.546,140.8
R13909,Desa Mulyadadi,Balai Desa Banjarsari,92.469,142.9
R13910,Desa Mulyadadi,Balai Desa Jetis,94.902,145.8
R13911,Desa Mulyadadi,Balai Desa Banjareja,96.63,149.0
R13912,Desa Mulyadadi,Balai Desa Kedungbenda,92.331,149.0
R13913,Desa Mulyadadi,Balai Desa Klumprit,90.417,146.0
R13914,Desa Mulyadadi,Balai Desa Karangsembung,94.437,150.9
R13915,Desa Mulyadadi,Balai Desa Purwadadi,92.707,145.0
R13916,Desa Mulyadadi,Balai Desa Nusawangkal,93.444,146.0
R13917,Desa Mulyadadi,Balai Desa Karangputat,85.827,141.6
R13918,Desa Mulyadadi,Balai Desa Banjarwaru,81.853,135.6
R13919,Desa Mulyadadi,Balai Desa Danasri,84.592,139.6
R13920,Desa Mulyadadi,Balai Desa Danasri Kidul,85.916,141.6
R13921,Desa Mulyadadi,Balai Desa Nusawungu,88.191,142.8
R13922,Desa Mulyadadi,Balai Desa Danasri Lor,84.125,138.6
R13923,Desa Mulyadadi,Balai Desa Sikanco,83.108,137.0
R13924,Desa Mulyadadi,Balai Desa Tambakreja,17.722,38.2
R13925,Desa Mulyadadi,Kelurahan Tegalreja,62.76,110.4
R13926,Desa Mulyadadi,Kelurahan Sidakaya,63.888,110.8
R13927,Desa Mulyadadi,Kelurahan Cilacap,65.53,114.1
R13928,Desa Mulyadadi,Kelurahan Tegalkamulyan,64.008,109.7
R13929,Desa Mulyadadi,Kelurahan Kutawaru,49.698,103.5
R13930,Desa Mulyadadi,Kelurahan Lomanis,61.514,104.7
R13931,Desa Mulyadadi,Kelurahan Donan,63.46,108.3
R13932,Desa Mulyadadi,Kelurahan Sidanegara,62.249,107.4
R13933,Desa Mulyadadi,Kelurahan Gunungsimping,61.442,106.8
R13934,Desa Mulyadadi,Kelurahan Kebonmanis,60.065,103.8
R13935,Desa Mulyadadi,Kelurahan Gumilir,58.126,100.3
R13936,Desa Mulyadadi,Kelurahan Mertasinga,56.914,100.4
R13937,Desa Mulyadadi,Kelurahan Tritih Kulon,56.31,97.2
R13938,Desa Mulyadadi,Kelurahan Karangtalun,58.315,99.8
R13939,Desa Mulyadadi,Balai Desa Kawunganten,32.277,59.3
R13940,Desa Mulyadadi,Balai Desa Kawunganten Lor,32.459,62.6
R13941,Desa Mulyadadi,Balai Desa Sarwadadi,35.469,69.6
R13942,Desa Mulyadadi,Balai Desa Kalijeruk,35.105,66.5
R13943,Desa Mulyadadi,Balai Desa Mentasan,37.696,71.6
R13944,Desa Mulyadadi,Balai Desa Sidaurip,43.584,83.8
R13945,Desa Mulyadadi,Balai Desa Babakan,43.652,86.8
R13946,Desa Mulyadadi,Balai Desa Ujunggagak,39.847,71.6
R13947,Desa Mulyadadi,Balai Desa Klaces,39.847,71.6
R13948,Desa Mulyadadi,Balai Desa Panikel,37.529,90.8
R13949,Desa Mulyadadi,Balai Desa Tritih Wetan,54.854,96.1
R13950,Desa Mulyadadi,Balai Desa Sumingkir,53.764,94.3
R13951,Desa Mulyadadi,Balai Desa Jeruklegi Wetan,48.438,85.0
R13952,Desa Mulyadadi,Balai Desa Jeruklegi Kulon,46.424,80.8
R13953,Desa Mulyadadi,Balai Desa Sawangan,46.79,83.3
R13954,Desa Mulyadadi,Balai Desa Cilibang,52.543,89.7
R13955,Desa Mulyadadi,Balai Desa Mandala,56.803,102.2
R13956,Desa Mulyadadi,Balai Desa Karangkemiri,65.326,113.1
R13957,Desa Mulyadadi,Balai Desa Jambusari,54.189,91.4
R13958,Desa Mulyadadi,Balai Desa Prapagan,44.355,94.6
R13959,Desa Mulyadadi,Balai Desa Citepus,46.014,101.5
R13960,Desa Mulyadadi,Balai Desa Menganti,59.161,103.3
R13961,Desa Mulyadadi,Balai Desa Karangkandri,60.761,105.2
R13962,Desa Mulyadadi,Balai Desa Slarang,63.657,109.6
R13963,Desa Mulyadadi,Balai Desa Kesugihan Kidul,61.585,106.8
R13964,Desa Mulyadadi,Balai Desa Kesugihan,62.284,105.8
R13965,Desa Mulyadadi,Balai Desa Kalisabuk,61.418,106.0
R13966,Desa Mulyadadi,Balai Desa Kuripan Kidul,59.256,102.1
R13967,Desa Mulyadadi,Balai Desa Kuripan,58.866,101.2
R13968,Desa Mulyadadi,Balai Desa Jangrana,59.85,105.3
R13969,Desa Mulyadadi,Balai Desa Planjan,56.81,97.5
R13970,Desa Mulyadadi,Balai Desa Dondong,56.728,98.4
R13971,Desa Mulyadadi,Balai Desa Ciwuni,58.829,101.5
R13972,Desa Mulyadadi,Balai Desa Karangjengkol,59.99,104.1
R13973,Desa Mulyadadi,Balai Desa Keleng,62.386,108.0
R13974,Desa Mulyadadi,Balai Desa Pesanggrahan,63.708,107.4
R13975,Desa Mulyadadi,Balai Desa Bulupayung,68.0,113.2
R13976,Desa Mulyadadi,Balai Desa Gombolharjo,64.064,111.2
R13977,Desa Mulyadadi,Balai Desa Wlahar,68.715,117.7
R13978,Desa Mulyadadi,Balai Desa Karanganyar,70.127,119.5
R13979,Desa Mulyadadi,Balai Desa Pedasong,75.22,125.0
R13980,Desa Mulyadadi,Balai Desa Glempangpasir,73.752,122.3
